words,اصل,مبيع,ارتفع,يشغل,عرب,مماثل,احق,انشاء,محاسب,توزيع,جديد,ضرور,جدة,خصوص,مال,ربع,احد,نصاب,سعود,لاعضاء,نتايج,مركز,متطلبا,رقم,سنو,بان,ادار,تعديل,حاضر,اخر,مذكور,مسا,ساد,والخمس,وذل,موافق,سهم,منته,اعمال,رابع,دور,فتر,مرفق,يتعذر,جاهز,اجمال,اسمن,نصف,سبب,انخفاض,وفق,تكلف,اول,موحد,سوف,سوق,تاريخ,طريق,ساع,بنوك,شرك,ارباح,عمل,توص,سيد,علاو,قطران,مليون,اخري,يصبح,تنفيذ,باستخدام,اعل,تود,خسار,بلغ,تمويل,اجتماع,خطاب,اعلان,نايب,ارد,مقارن,معايير,مجا,انتهاء,ملك,اسمنت,يعود,اجراءا,واقع,انعقاد,مراجع,زياد,قرار,تشغيل,مصنع,تحديد,حضور,سيك,مساهم,ارتفاع,قدر,استاذ,لكل,اقل,لانخفاض,اعضاء,مصطحب,تعل,لعام,نظام,طلب,لجن,بند,مجلس,مبلغ,رييس,اضاف,اسم,قايم,COVID,تدعو,مهام,عضو,السن,احتراز,جمع,وانخفاض,ابراء,حساب,شخص,قيم,لارتفاع,تابع,نقد,لانعقاد,مكان,مرتبط,عزيز,ربح,واصدار,عام,نامل,بنك,والتكاليف,ضريب,مرشح,دايم,ماد,اثن,تاثير,صاف,عاد,جراء,تصويت,حال,class
1523250022,2,0,0,1,3,0,1,2,0,2,0,0,0,0,8,1,1,0,1,1,2,1,0,2,0,1,7,0,0,0,0,0,0,0,2,12,2,5,1,0,0,0,0,0,2,0,4,2,0,0,0,0,4,0,0,0,3,2,1,0,10,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,1,0,0,0,3,1,5,0,0,0,0,0,1,1,5,0,1,1,1,0,0,1,2,2,4,0,0,0,0,6,2,0,0,0,0,0,0,0,3,5,0,3,0,1,4,0,1,0,1,1,0,0,0,0,0,0,4,0,6,0,0,1,0,0,0,0,0,2,0,0,1,1
1522758014,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521634374,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1521549072,1,0,0,1,3,0,1,2,0,5,0,1,2,0,9,2,1,1,1,1,0,2,0,1,0,1,8,0,0,0,0,1,3,0,5,3,5,6,3,1,0,0,0,1,2,1,5,2,0,0,0,0,4,0,1,0,5,1,4,1,19,5,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,0,0,1,1,1,0,0,1,5,5,4,0,0,0,0,1,5,0,14,0,2,2,2,2,0,2,0,0,4,0,0,1,0,8,2,1,1,1,0,0,1,0,3,5,0,9,0,1,2,0,2,0,1,2,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,4,0,12,1,0
1519301863,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519046241,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1519043717,0,2,0,0,1,3,0,0,0,0,0,0,0,0,11,0,0,0,1,1,3,1,1,1,2,0,2,0,0,0,0,0,0,0,4,0,1,2,0,0,0,5,0,0,0,4,1,0,2,6,1,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,3,1,0,0,0,0,0,4,3,1,0,0,0,0,0,4,3,0,0,1,1,2,0,3,0,0,0,0,1,0,0,0,0,1,2,3,0,0,1,1,0,0,1,1,0,0,0,4,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,9,0,0,0,1,0,0,0,0,1,5,0,0,0,3,0
1514869271,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514809844,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514808795,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1514092054,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512648517,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1512369459,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1512364605,2,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,2,0,2,0,0,4,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,5,2,1,0,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,2,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,1,1
1511845229,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1509626240,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1509538173,0,4,1,0,2,12,0,0,1,0,0,0,0,0,16,17,0,0,3,1,4,0,4,3,1,0,3,0,0,0,0,0,0,0,6,0,1,4,0,0,0,15,0,0,0,8,0,0,6,12,2,0,3,1,0,1,0,2,0,0,7,5,1,0,0,0,0,5,3,0,0,0,0,0,7,5,3,0,0,0,0,2,8,4,0,0,2,2,6,0,6,0,0,0,0,2,0,0,0,0,1,8,7,0,0,1,2,0,0,1,1,0,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,14,0,12,0,0,0,1,0,0,0,0,1,10,0,0,0,6,0
1508735559,1,0,0,0,3,0,1,0,0,2,0,1,2,0,2,1,2,1,0,1,0,3,0,0,0,0,5,0,0,0,0,1,3,0,4,3,2,0,2,1,0,0,3,1,0,0,3,0,0,0,1,0,2,0,0,0,3,1,4,1,12,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,1,1,1,1,0,0,2,1,3,0,0,1,0,0,0,5,0,11,0,1,1,2,2,0,1,0,0,0,1,0,1,0,6,0,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,1,0
1507702396,0,0,0,0,2,0,0,5,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507120022,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1506341689,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1505713625,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1505131828,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1502281671,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502280673,0,5,0,0,2,12,0,0,1,1,0,0,0,0,13,18,0,0,3,1,4,0,4,3,1,0,3,0,0,0,0,0,0,0,6,0,1,4,0,0,0,15,0,0,0,8,0,0,6,11,2,0,3,1,0,1,0,2,0,0,4,4,1,0,0,0,0,5,2,0,0,0,0,0,7,5,0,0,0,0,0,0,9,4,0,0,0,2,6,0,3,0,0,0,0,2,0,0,0,0,1,4,7,0,0,2,3,0,0,1,1,0,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,0,12,0,0,0,1,0,0,0,0,1,9,0,0,0,6,0
1502257099,0,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,3,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1500552594,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1492578965,2,0,0,0,4,0,2,0,0,4,3,0,1,0,12,1,0,2,2,2,2,2,0,2,1,1,10,1,0,0,0,0,0,0,3,16,4,6,1,0,4,0,0,0,1,1,5,2,0,0,1,0,1,0,0,1,1,1,1,0,13,6,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,3,0,1,4,0,1,10,1,0,0,4,2,2,3,2,0,5,0,14,2,2,0,1,0,0,0,2,8,6,0,3,0,1,3,0,1,0,0,2,0,0,0,1,0,0,6,0,6,0,0,1,0,0,0,0,0,2,0,0,4,0
1492578179,0,3,0,0,2,5,0,0,1,1,0,0,0,0,12,12,0,0,2,0,4,0,4,3,0,0,1,0,0,0,0,0,0,0,3,0,1,4,0,1,0,4,0,0,0,4,0,0,2,8,1,0,3,1,0,1,0,2,0,0,5,3,1,0,0,0,0,2,3,0,0,0,0,0,4,2,1,0,0,0,0,0,4,3,0,0,0,2,2,0,4,0,0,0,0,1,0,0,0,0,1,5,2,0,0,2,1,0,0,1,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0
1491887058,2,0,0,0,5,0,2,0,0,4,3,0,1,1,12,2,0,2,1,2,0,1,0,0,1,2,12,1,0,1,0,2,1,0,5,1,4,6,3,0,4,0,2,1,1,1,6,2,0,0,1,0,3,0,1,1,1,1,2,1,17,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,1,4,2,5,0,0,0,0,4,4,0,8,0,1,7,2,3,0,5,0,0,3,2,0,5,0,16,2,2,0,1,0,0,1,2,8,6,0,6,0,1,1,0,1,0,0,2,2,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,3,0,15,4,0
1490272500,2,0,0,0,5,0,2,0,0,4,3,0,1,1,12,2,0,2,1,2,0,1,0,0,1,2,12,1,0,1,0,2,1,0,5,1,4,6,3,0,4,0,2,1,1,1,6,2,0,0,1,0,3,0,1,1,1,1,2,1,17,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,1,4,2,5,0,0,0,0,4,4,0,8,0,1,7,2,3,0,5,0,0,3,2,0,5,0,16,2,2,0,1,0,0,1,2,8,6,0,6,0,1,1,0,1,0,0,2,2,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,3,0,15,4,0
1488434069,0,0,0,0,5,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,5,0,0,5,0,0,0,0,0,1,0,0,3,1,0,3,0,4,0,0,0,0,0,5,0,0,0,2,0,0,0,0,4,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,1,0,1,6,3,0,5,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0
1487569441,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1487567737,0,2,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,1,0,0,0,0,0,4,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,1,1,2,0,0,2,1,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0
1484569246,0,5,1,0,1,8,0,0,0,0,0,0,0,0,5,10,0,0,2,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,1,3,0,1,0,12,0,0,0,6,0,0,3,8,0,0,2,2,0,0,0,0,0,0,7,3,0,0,0,0,0,3,2,0,0,0,0,0,7,3,2,0,0,0,0,1,4,0,0,0,0,2,3,0,7,0,0,0,0,2,0,0,0,0,1,7,3,0,0,3,2,0,0,1,1,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,10,0,9,0,0,0,2,0,0,0,1,0,6,0,0,0,4,0
1479730232,0,0,0,0,2,0,0,5,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477485284,0,0,0,0,1,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1476707330,0,4,0,0,1,8,0,0,0,0,0,0,0,0,3,9,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,12,0,0,0,7,1,0,3,14,0,0,2,1,0,0,0,0,0,0,6,2,0,0,0,0,0,3,2,0,0,0,0,0,7,3,2,0,0,0,0,1,4,0,0,0,0,1,5,0,8,0,0,0,0,4,0,0,0,0,1,8,3,0,0,3,0,0,0,1,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,11,0,8,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0
1474779787,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1474779777,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1472537983,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
